DetailValue,DetailType,Success,source_product_title,source_JobURL
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Features,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,Assembled Product Dimensions (L x W x H),Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"You are viewingTrue Temper 2919200 64"" Collector Series Poly Leaf Rake with 26"" Steel Handle",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
True Temper 1849900 True American Fiberglass Handle Bow Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
True Temper KLRO Real Tools For Kids Poly Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
SEYMOUR 42016 14-Tine Bow Rake With 13-inch Head,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"True Temper 2914912 24"" Clog Free Poly Leaf Rake",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"FLEXRAKE CF224W 24"" Poly/WD Leaf Rake",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"LAWN RAKE STEEL 20""",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
True American 193101400 Wet-N-Dry Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
24 Inch Poly Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Flexrake 1A 19 in Flex Steel Head 4' Handle Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
True Temper  1935300 26-inch Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
Flexrake CF22 48 in Handle 22 in Medium Spring Action Leaf Rake,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
"Emsco Group 2850 22.5"" Fan Spring Metal Leaf Rake, 48"" Wooden Handle",,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
,,Succeeded,"True Temper 2919200 64"" Collector Series Poly Leaf R  ...",https://www.walmart.com/ip/True-Temper-2919200-64-Collector-Series-Poly-Leaf-Rake-with-26-Steel-Handle/51715947
